algorithm,seed,scenario,power_model,pue_model,n_vms,n_vms_rejected,total_energy_dc_kj,total_compute_energy_kj,total_cooling_energy_kj,avg_pue,avg_dc_util,avg_active_hosts,sla_violation_rate,sla_violations_abs
PABFD,7,medium,quadratic,linear,37,0,3567.1321673121042,2191.4320508124906,1375.700116499614,1.6566648953399854,0.23889184110002498,3.283333333333333,0.43333333333333335,26
PABFD,8,medium,quadratic,linear,28,0,3083.807685941992,1853.5634433892783,1230.2442425527154,1.680244794934015,0.19959200844330868,2.966666666666667,0.13333333333333333,8
PABFD,9,medium,quadratic,linear,34,0,2929.062472683835,1779.5780704376755,1149.4844022461589,1.6828890268989853,0.195184955168358,2.816666666666667,0.16666666666666666,10
D_PABFD_NL,0,medium,quadratic,linear,33,0,3209.137382592012,1972.6878845061594,1236.4494980858549,1.6705551314390932,0.21574144760151184,3.1666666666666665,0.21666666666666667,13
D_PABFD_NL,1,medium,quadratic,linear,42,0,4415.460693559725,2794.3957923152575,1621.064901244469,1.6157088873561194,0.3071518544064684,4.25,0.5166666666666667,31
D_PABFD_NL,2,medium,quadratic,linear,43,0,2668.9277711226787,1605.2745929687994,1063.6531781538783,1.696197939531465,0.17300343411422586,2.45,0.35,21
D_PABFD_NL,3,medium,quadratic,linear,38,0,3609.1225163517447,2241.554277298549,1367.5682390531958,1.653487555895525,0.24418740684079107,3.5833333333333335,0.1,6
D_PABFD_NL,4,medium,quadratic,linear,30,0,2701.859036454563,1622.3646269867775,1079.4944094677842,1.6930657835985796,0.17822369400236768,2.6166666666666667,0.03333333333333333,2
D_PABFD_NL,5,medium,quadratic,linear,45,1,5052.081828369832,3259.4163091369123,1792.665519232919,1.5844963821261315,0.3591726964564473,4.916666666666667,0.65,39
D_PABFD_NL,6,medium,quadratic,linear,39,0,4484.192561700835,2850.302721718232,1633.8898399826048,1.6117933727828593,0.31367771202856737,4.283333333333333,0.5666666666666667,34
D_PABFD_NL,7,medium,quadratic,linear,37,0,3542.0030145528317,2177.069706672681,1364.9333078801508,1.6566648953399854,0.23889184110002498,3.25,0.4,24
D_PABFD_NL,8,medium,quadratic,linear,28,0,3130.585381766256,1881.4512824481606,1249.1340993180984,1.680244794934015,0.19959200844330868,3.183333333333333,0.03333333333333333,2
D_PABFD_NL,9,medium,quadratic,linear,34,0,2928.702971101948,1779.3859392239601,1149.3170318779871,1.6828890268989853,0.195184955168358,2.85,0.03333333333333333,2
SpreadFit,0,medium,quadratic,linear,33,0,3302.4518658154216,2029.7152162781913,1272.7366495372323,1.6705551314390932,0.21574144760151184,3.4833333333333334,0.11666666666666667,7
SpreadFit,1,medium,quadratic,linear,42,0,4565.743641788744,2889.164825533218,1676.578816255525,1.6157088873561194,0.3071518544064684,5.016666666666667,0.1,6
SpreadFit,2,medium,quadratic,linear,43,0,2776.204805745236,1668.9400954266903,1107.264710318545,1.696197939531465,0.17300343411422586,2.85,0.2,12
SpreadFit,3,medium,quadratic,linear,38,0,3752.7596185299954,2329.274772407999,1423.4848461219974,1.653487555895525,0.24418740684079107,4.033333333333333,0.05,3
SpreadFit,4,medium,quadratic,linear,30,0,2899.1157906662456,1740.8768540163153,1158.238936649931,1.6930657835985796,0.17822369400236768,3.183333333333333,0.0,0
SpreadFit,5,medium,quadratic,linear,45,1,5152.681765938561,3322.5225110330603,1830.1592549054988,1.5844963821261315,0.3591726964564473,5.2,0.65,39
SpreadFit,6,medium,quadratic,linear,39,0,4741.508900958089,3014.0859531794404,1727.4229477786478,1.6117933727828593,0.31367771202856737,5.133333333333334,0.5666666666666667,34
SpreadFit,7,medium,quadratic,linear,37,0,3775.2910993605224,2319.022885777013,1456.2682135835084,1.6566648953399854,0.23889184110002498,3.966666666666667,0.25,15
SpreadFit,8,medium,quadratic,linear,28,0,3248.5022608290346,1952.3971650533747,1296.1050957756631,1.680244794934015,0.19959200844330868,3.55,0.0,0
SpreadFit,9,medium,quadratic,linear,34,0,3088.746117742572,1874.6728341282355,1214.0732836143363,1.6828890268989853,0.195184955168358,3.35,0.016666666666666666,1
Random,0,medium,quadratic,linear,33,0,3296.2078813178396,2025.9464487848616,1270.26143253298,1.6705551314390932,0.21574144760151184,3.466666666666667,0.11666666666666667,7
Random,1,medium,quadratic,linear,42,0,4545.761222227459,2876.306249010518,1669.4549732169412,1.6157088873561194,0.3071518544064684,4.916666666666667,0.16666666666666666,10
Random,2,medium,quadratic,linear,43,0,2723.4810032003165,1637.3702835795293,1086.1107196207863,1.696197939531465,0.17300343411422586,2.683333333333333,0.2,12
Random,3,medium,quadratic,linear,38,0,3692.757197023264,2292.800738937548,1399.9564580857154,1.653487555895525,0.24418740684079107,3.8666666666666667,0.05,3
Random,4,medium,quadratic,linear,30,0,2861.1525348861937,1717.3644901199327,1143.7880447662608,1.6930657835985796,0.17822369400236768,3.05,0.05,3
Random,5,medium,quadratic,linear,45,1,5148.980103825345,3320.2854630181055,1828.6946408072372,1.5844963821261315,0.3591726964564473,5.183333333333334,0.65,39
Random,6,medium,quadratic,linear,39,0,4639.666836400425,2948.187415879022,1691.4794205214025,1.6117933727828593,0.31367771202856737,4.75,0.5666666666666667,34
Random,7,medium,quadratic,linear,37,0,3708.250434497193,2277.7124669473533,1430.5379675498393,1.6566648953399854,0.23889184110002498,3.8333333333333335,0.25,15
Random,8,medium,quadratic,linear,28,0,3231.3644011821875,1942.1525568952927,1289.2118442868975,1.680244794934015,0.19959200844330868,3.5,0.0,0
Random,9,medium,quadratic,linear,34,0,3038.877864216845,1845.4946334375995,1193.3832307792452,1.6828890268989853,0.195184955168358,3.216666666666667,0.06666666666666667,4
PABFD,0,high,quadratic,linear,33,0,2661.2522312673623,1611.4753621723871,1049.7768690949758,1.6950804020043233,0.17486599665946115,2.55,0.26666666666666666,16
PABFD,1,high,quadratic,linear,42,0,3682.1341622396094,2285.567994114989,1396.5661681246206,1.6494782313274712,0.2508696144542153,3.5166666666666666,0.45,27
PABFD,2,high,quadratic,linear,43,0,2258.8941148898825,1342.3487707714019,916.5453441184804,1.7137238875232297,0.14379352079461755,2.0833333333333335,0.26666666666666666,16
PABFD,3,high,quadratic,linear,38,0,2931.974164733555,1790.4466242054505,1141.5275405281066,1.6833302602353106,0.19444956627448204,2.8333333333333335,0.1,6
PABFD,4,high,quadratic,linear,30,0,2164.1376481418997,1284.6352994255162,879.5023487163837,1.7163552300479676,0.13940794992005406,2.0833333333333335,0.03333333333333333,2
PABFD,5,high,quadratic,linear,45,0,4127.723441234978,2595.8444089827663,1531.8790322522098,1.6283900287645785,0.2860166187257025,3.9166666666666665,0.5,30
PABFD,6,high,quadratic,linear,39,0,3644.0910439433906,2263.122897470256,1380.9681464731334,1.6513786938015074,0.24770217699748726,3.3833333333333333,0.48333333333333334,29
PABFD,7,high,quadratic,linear,37,0,2912.7738879705366,1759.6632326682893,1153.1106553022462,1.685077836503942,0.1915369391600967,2.6333333333333333,0.45,27
PABFD,8,high,quadratic,linear,28,0,2544.01484558173,1508.6700970403117,1035.344748541418,1.7033036279645053,0.16116062005915802,2.4833333333333334,0.08333333333333333,5
PABFD,9,high,quadratic,linear,34,0,2427.314326752337,1456.488182093357,970.8261446589802,1.704262292663049,0.15956284556158556,2.316666666666667,0.13333333333333333,8
D_PABFD_NL,0,high,quadratic,linear,33,0,2657.41279407857,1609.101687295605,1048.311106782966,1.6950804020043233,0.17486599665946115,2.55,0.25,15
D_PABFD_NL,1,high,quadratic,linear,42,0,3674.8525620331884,2280.961212829705,1393.8913492034844,1.6494782313274712,0.2508696144542153,3.5,0.4666666666666667,28
D_PABFD_NL,2,high,quadratic,linear,43,0,2258.8941148898825,1342.3487707714019,916.5453441184804,1.7137238875232297,0.14379352079461755,2.0833333333333335,0.26666666666666666,16
D_PABFD_NL,3,high,quadratic,linear,38,0,2938.948999319762,1794.6749732222395,1144.2740260975245,1.6833302602353106,0.19444956627448204,2.8666666666666667,0.1,6
D_PABFD_NL,4,high,quadratic,linear,30,0,2167.211063685611,1286.2984907611585,880.9125729244535,1.7163552300479676,0.13940794992005406,2.1166666666666667,0.03333333333333333,2
D_PABFD_NL,5,high,quadratic,linear,45,0,4148.89748960816,2607.915426437886,1540.9820631702732,1.6283900287645785,0.2860166187257025,3.9833333333333334,0.5,30
D_PABFD_NL,6,high,quadratic,linear,39,0,3618.755306606104,2247.516499130509,1371.2388074755934,1.6513786938015074,0.24770217699748726,3.316666666666667,0.45,27
D_PABFD_NL,7,high,quadratic,linear,37,0,2882.0053290064843,1742.2682906409611,1139.737038365522,1.685077836503942,0.1915369391600967,2.6,0.4166666666666667,25
D_PABFD_NL,8,high,quadratic,linear,28,0,2543.5012361709364,1508.361709892541,1035.1395262783954,1.7033036279645053,0.16116062005915802,2.4833333333333334,0.08333333333333333,5
D_PABFD_NL,9,high,quadratic,linear,34,0,2430.539380321349,1458.3702413215435,972.1691389998061,1.704262292663049,0.15956284556158556,2.35,0.03333333333333333,2
SpreadFit,0,high,quadratic,linear,33,0,2710.8013022123046,1641.5039518317276,1069.2973503805779,1.6950804020043233,0.17486599665946115,2.8,0.1,6
SpreadFit,1,high,quadratic,linear,42,0,3794.71947330595,2355.5342724147185,1439.1852008912322,1.6494782313274712,0.2508696144542153,4.083333333333333,0.08333333333333333,5
SpreadFit,2,high,quadratic,linear,43,0,2328.7479555060377,1383.5110234602619,945.2369320457749,1.7137238875232297,0.14379352079461755,2.35,0.15,9
SpreadFit,3,high,quadratic,linear,38,0,3042.581453491947,1857.1975907301512,1185.383862761796,1.6833302602353106,0.19444956627448204,3.216666666666667,0.05,3
SpreadFit,4,high,quadratic,linear,30,0,2295.6354323489577,1362.8276028234532,932.8078295255042,1.7163552300479676,0.13940794992005406,2.5,0.0,0
SpreadFit,5,high,quadratic,linear,45,0,4216.67233144118,2649.344409414878,1567.3279220263037,1.6283900287645785,0.2860166187257025,4.166666666666667,0.5,30
SpreadFit,6,high,quadratic,linear,39,0,3837.6672708086103,2383.4374038674205,1454.2298669411884,1.6513786938015074,0.24770217699748726,4.066666666666666,0.45,27
SpreadFit,7,high,quadratic,linear,37,0,3070.382686266405,1854.4224336157176,1215.9602526506872,1.685077836503942,0.1915369391600967,3.1666666666666665,0.2,12
SpreadFit,8,high,quadratic,linear,28,0,2655.9734718240734,1574.9156714259022,1081.0578003981718,1.7033036279645053,0.16116062005915802,2.8666666666666667,0.0,0
SpreadFit,9,high,quadratic,linear,34,0,2549.3274772973546,1528.7944431678252,1020.5330341295297,1.704262292663049,0.15956284556158556,2.716666666666667,0.016666666666666666,1
Random,0,high,quadratic,linear,33,0,2707.6671137020126,1639.7039382933333,1067.9631754086797,1.6950804020043233,0.17486599665946115,2.783333333333333,0.11666666666666667,7
Random,1,high,quadratic,linear,42,0,3763.245897480691,2336.6277888365,1426.6181086441925,1.6494782313274712,0.2508696144542153,3.966666666666667,0.08333333333333333,5
Random,2,high,quadratic,linear,43,0,2292.7035747118653,1362.2638118113375,930.439762900527,1.7137238875232297,0.14379352079461755,2.25,0.15,9
Random,3,high,quadratic,linear,38,0,2978.0823939093143,1818.4723727505602,1159.610021158755,1.6833302602353106,0.19444956627448204,3.0,0.08333333333333333,5
Random,4,high,quadratic,linear,30,0,2250.599885945272,1336.6360928551208,913.9637930901515,1.7163552300479676,0.13940794992005406,2.3833333333333333,0.0,0
Random,5,high,quadratic,linear,45,0,4199.597670679511,2638.2035689096065,1561.3941017699055,1.6283900287645785,0.2860166187257025,4.116666666666666,0.5,30
Random,6,high,quadratic,linear,39,0,3731.9218831723224,2316.0962271558924,1415.825656016429,1.6513786938015074,0.24770217699748726,3.7,0.48333333333333334,29
Random,7,high,quadratic,linear,37,0,3044.5524618534787,1838.5332581770135,1206.0192036764652,1.685077836503942,0.1915369391600967,3.1,0.21666666666666667,13
Random,8,high,quadratic,linear,28,0,2638.1906605959257,1564.4098131871403,1073.7808474087858,1.7033036279645053,0.16116062005915802,2.816666666666667,0.0,0
Random,9,high,quadratic,linear,34,0,2511.7126796112248,1506.8085665363278,1004.9041130748968,1.704262292663049,0.15956284556158556,2.6166666666666667,0.05,3
PABFD,0,low,linear,ashrae,33,0,4346.602682717167,2595.527869253582,1751.0748134635865,1.7499999999999998,0.24731997578770035,3.5,0.38333333333333336,23
PABFD,1,low,linear,ashrae,42,0,5731.596743318448,3594.842598433801,2136.754144884648,1.6475000000000002,0.3490449256358889,4.75,0.5666666666666667,34
PABFD,2,low,linear,ashrae,43,0,3559.9861404753615,2053.0223858582895,1506.9637546170704,1.7866666666666664,0.19574488627005374,2.7666666666666666,0.4,24
PABFD,3,low,linear,ashrae,38,0,4851.799750629451,2953.041717295598,1898.7580333338499,1.7049999999999998,0.2857484661658517,3.9166666666666665,0.21666666666666667,13
PABFD,4,low,linear,ashrae,30,0,3796.208219599193,2183.061809078277,1613.1464105209188,1.7800000000000002,0.20315959427375485,3.0166666666666666,0.08333333333333333,5
PABFD,5,low,linear,ashrae,45,1,6427.951846708917,4153.5291368939215,2274.4227098149963,1.6008333333333333,0.4002831734988744,5.533333333333333,0.7166666666666667,43
PABFD,6,low,linear,ashrae,39,0,5938.755853654645,3739.109070476196,2199.6467831784475,1.6450000000000002,0.3624276056437404,4.95,0.65,39
PABFD,7,low,linear,ashrae,37,0,4658.66143995241,2759.661987281233,1898.9994526711796,1.7333333333333334,0.2677151828298579,3.65,0.4666666666666667,28
PABFD,8,low,linear,ashrae,28,0,4212.223704668127,2428.5350922401503,1783.6886124279777,1.76,0.22972872078521298,3.3,0.18333333333333332,11
PABFD,9,low,linear,ashrae,34,0,3972.330050335683,2297.349016599083,1674.981033736602,1.7866666666666664,0.21765722529612647,3.1166666666666667,0.2,12
D_PABFD_NL,0,low,linear,ashrae,33,0,4389.202682717167,2625.527869253582,1763.6748134635864,1.7499999999999998,0.24731997578770035,3.5833333333333335,0.26666666666666666,16
D_PABFD_NL,1,low,linear,ashrae,42,0,5772.396743318448,3618.842598433801,2153.5541448846484,1.6475000000000002,0.3490449256358889,4.816666666666666,0.5666666666666667,34
D_PABFD_NL,2,low,linear,ashrae,43,0,3559.9861404753615,2053.0223858582895,1506.9637546170704,1.7866666666666664,0.19574488627005374,2.7666666666666666,0.4,24
D_PABFD_NL,3,low,linear,ashrae,38,0,4861.999750629451,2959.041717295598,1902.95803333385,1.7049999999999998,0.2857484661658517,3.933333333333333,0.18333333333333332,11
D_PABFD_NL,4,low,linear,ashrae,30,0,3796.208219599193,2183.061809078277,1613.1464105209188,1.7800000000000002,0.20315959427375485,3.0166666666666666,0.08333333333333333,5
D_PABFD_NL,5,low,linear,ashrae,45,1,6409.951846708917,4141.5291368939215,2268.4227098149963,1.6008333333333333,0.4002831734988744,5.5,0.7166666666666667,43
D_PABFD_NL,6,low,linear,ashrae,39,0,5937.555853654644,3739.109070476196,2198.4467831784477,1.6450000000000002,0.3624276056437404,4.95,0.65,39
D_PABFD_NL,7,low,linear,ashrae,37,0,4656.26143995241,2759.661987281233,1896.5994526711795,1.7333333333333334,0.2677151828298579,3.65,0.43333333333333335,26
D_PABFD_NL,8,low,linear,ashrae,28,0,4262.023704668127,2458.5350922401503,1803.4886124279776,1.76,0.22972872078521298,3.3833333333333333,0.18333333333333332,11
D_PABFD_NL,9,low,linear,ashrae,34,0,4009.530050335683,2321.349016599083,1688.181033736602,1.7866666666666664,0.21765722529612647,3.183333333333333,0.03333333333333333,2
SpreadFit,0,low,linear,ashrae,33,0,4644.202682717166,2775.527869253582,1868.6748134635864,1.7499999999999998,0.24731997578770035,4.0,0.13333333333333333,8
SpreadFit,1,low,linear,ashrae,42,0,6294.696743318449,3942.842598433801,2351.8541448846486,1.6475000000000002,0.3490449256358889,5.716666666666667,0.11666666666666667,7
SpreadFit,2,low,linear,ashrae,43,0,3852.786140475362,2221.02238585829,1631.7637546170706,1.7866666666666664,0.19574488627005374,3.2333333333333334,0.21666666666666667,13
SpreadFit,3,low,linear,ashrae,38,0,5320.999750629451,3235.041717295598,2085.9580333338504,1.7049999999999998,0.2857484661658517,4.7,0.06666666666666667,4
SpreadFit,4,low,linear,ashrae,30,0,4192.208219599193,2411.061809078277,1781.146410520919,1.7800000000000002,0.20315959427375485,3.65,0.0,0
SpreadFit,5,low,linear,ashrae,45,1,6597.151846708917,4261.5291368939215,2335.6227098149966,1.6008333333333333,0.4002831734988744,5.833333333333333,0.7166666666666667,43
SpreadFit,6,low,linear,ashrae,39,0,6503.055853654646,4093.1090704761955,2409.9467831784477,1.6450000000000002,0.3624276056437404,5.933333333333334,0.65,39
SpreadFit,7,low,linear,ashrae,37,0,5153.6614399524115,3053.661987281233,2099.999452671179,1.7333333333333334,0.2677151828298579,4.466666666666667,0.2833333333333333,17
SpreadFit,8,low,linear,ashrae,28,0,4701.2237046681275,2710.5350922401512,1990.6886124279772,1.76,0.22972872078521298,4.083333333333333,0.0,0
SpreadFit,9,low,linear,ashrae,34,0,4375.530050335682,2525.349016599083,1850.1810337366019,1.7866666666666664,0.21765722529612647,3.75,0.016666666666666666,1
Random,0,low,linear,ashrae,33,0,4613.602682717166,2757.527869253582,1856.0748134635865,1.7499999999999998,0.24731997578770035,3.95,0.13333333333333333,8
Random,1,low,linear,ashrae,42,0,6170.496743318448,3864.842598433801,2305.6541448846488,1.6475000000000002,0.3490449256358889,5.5,0.25,15
Random,2,low,linear,ashrae,43,0,3648.786140475362,2101.0223858582895,1547.7637546170704,1.7866666666666664,0.19574488627005374,2.9,0.3333333333333333,20
Random,3,low,linear,ashrae,38,0,5120.599750629451,3115.041717295598,2005.5580333338507,1.7049999999999998,0.2857484661658517,4.366666666666666,0.15,9
Random,4,low,linear,ashrae,30,0,4099.208219599193,2357.061809078277,1742.146410520919,1.7800000000000002,0.20315959427375485,3.5,0.0,0
Random,5,low,linear,ashrae,45,1,6444.751846708917,4165.5291368939215,2279.2227098149965,1.6008333333333333,0.4002831734988744,5.566666666666666,0.7166666666666667,43
Random,6,low,linear,ashrae,39,0,6168.555853654644,3883.109070476196,2285.446783178448,1.6450000000000002,0.3624276056437404,5.35,0.7,42
Random,7,low,linear,ashrae,37,0,5009.66143995241,2969.661987281233,2039.9994526711794,1.7333333333333334,0.2677151828298579,4.233333333333333,0.2833333333333333,17
Random,8,low,linear,ashrae,28,0,4640.023704668129,2674.5350922401512,1965.4886124279772,1.76,0.22972872078521298,3.9833333333333334,0.016666666666666666,1
Random,9,low,linear,ashrae,34,0,4243.530050335683,2453.349016599083,1790.1810337366019,1.7866666666666664,0.21765722529612647,3.55,0.08333333333333333,5
PABFD,0,medium,linear,ashrae,33,0,3943.9363402835997,2293.0038170481644,1650.9325232354372,1.7833333333333337,0.21574144760151184,3.1333333333333333,0.31666666666666665,19
PABFD,1,medium,linear,ashrae,42,0,5189.6764206964135,3188.62001379493,2001.0564069014865,1.6900000000000002,0.3071518544064684,4.25,0.5166666666666667,31
PABFD,2,medium,linear,ashrae,43,0,3185.7417483687427,1816.2185442168184,1369.523204151922,1.8066666666666669,0.17300343411422586,2.45,0.36666666666666664,22
PABFD,3,medium,linear,ashrae,38,0,4334.927742582894,2566.6119969402716,1768.3157456426234,1.7500000000000002,0.24418740684079107,3.466666666666667,0.15,9
PABFD,4,medium,linear,ashrae,30,0,3380.6194761171414,1898.4079476127858,1482.2115285043565,1.8200000000000003,0.17822369400236768,2.6,0.06666666666666667,4
PABFD,5,medium,linear,ashrae,45,1,5912.3413311819995,3715.5325608648154,2196.8087703171855,1.6525000000000003,0.3591726964564473,4.933333333333334,0.65,39
PABFD,6,medium,linear,ashrae,39,0,5200.057448122844,3229.859644954263,1970.1978031685778,1.6700000000000004,0.31367771202856737,4.266666666666667,0.5666666666666667,34
PABFD,7,medium,linear,ashrae,37,0,4242.93904636507,2472.0159419401352,1770.9231044249364,1.7566666666666666,0.23889184110002498,3.283333333333333,0.43333333333333335,26
PABFD,8,medium,linear,ashrae,28,0,3782.38073477659,2145.7968455938676,1636.5838891827234,1.79,0.19959200844330868,2.966666666666667,0.13333333333333333,8
PABFD,9,medium,linear,ashrae,34,0,3613.917532224871,2067.9987579091335,1545.9187743157402,1.8033333333333332,0.195184955168358,2.816666666666667,0.16666666666666666,10
D_PABFD_NL,0,medium,linear,ashrae,33,0,3960.7363402835995,2305.003817048164,1655.7325232354372,1.7833333333333337,0.21574144760151184,3.1666666666666665,0.21666666666666667,13
D_PABFD_NL,1,medium,linear,ashrae,42,0,5189.6764206964135,3188.62001379493,2001.0564069014865,1.6900000000000002,0.3071518544064684,4.25,0.5166666666666667,31
D_PABFD_NL,2,medium,linear,ashrae,43,0,3185.7417483687427,1816.2185442168184,1369.523204151922,1.8066666666666669,0.17300343411422586,2.45,0.36666666666666664,22
D_PABFD_NL,3,medium,linear,ashrae,38,0,4345.127742582894,2572.6119969402716,1772.5157456426234,1.7500000000000002,0.24418740684079107,3.4833333333333334,0.15,9
D_PABFD_NL,4,medium,linear,ashrae,30,0,3390.8194761171417,1904.4079476127858,1486.4115285043565,1.8200000000000003,0.17822369400236768,2.6166666666666667,0.03333333333333333,2
D_PABFD_NL,5,medium,linear,ashrae,45,1,5917.741331181999,3721.5325608648154,2196.2087703171856,1.6525000000000003,0.3591726964564473,4.95,0.65,39
D_PABFD_NL,6,medium,linear,ashrae,39,0,5220.457448122844,3241.859644954263,1978.597803168578,1.6700000000000004,0.31367771202856737,4.3,0.5666666666666667,34
D_PABFD_NL,7,medium,linear,ashrae,37,0,4220.1390463650705,2460.0159419401352,1760.1231044249364,1.7566666666666666,0.23889184110002498,3.25,0.4,24
D_PABFD_NL,8,medium,linear,ashrae,28,0,3833.38073477659,2175.7968455938676,1657.5838891827234,1.79,0.19959200844330868,3.05,0.13333333333333333,8
D_PABFD_NL,9,medium,linear,ashrae,34,0,3634.3175322248712,2079.9987579091335,1554.3187743157403,1.8033333333333332,0.195184955168358,2.85,0.03333333333333333,2
SpreadFit,0,medium,linear,ashrae,33,0,4155.736340283599,2419.003817048164,1736.7325232354372,1.7833333333333337,0.21574144760151184,3.4833333333333334,0.11666666666666667,7
SpreadFit,1,medium,linear,ashrae,42,0,5645.6764206964135,3464.62001379493,2181.0564069014863,1.6900000000000002,0.3071518544064684,5.016666666666667,0.1,6
SpreadFit,2,medium,linear,ashrae,43,0,3440.141748368743,1960.2185442168186,1479.9232041519222,1.8066666666666669,0.17300343411422586,2.85,0.2,12
SpreadFit,3,medium,linear,ashrae,38,0,4684.127742582896,2770.6119969402716,1913.5157456426239,1.7500000000000002,0.24418740684079107,4.033333333333333,0.05,3
SpreadFit,4,medium,linear,ashrae,30,0,3752.0194761171415,2108.407947612786,1643.6115285043566,1.8200000000000003,0.17822369400236768,3.183333333333333,0.0,0
SpreadFit,5,medium,linear,ashrae,45,1,6069.541331181999,3811.5325608648154,2258.0087703171857,1.6525000000000003,0.3591726964564473,5.2,0.65,39
SpreadFit,6,medium,linear,ashrae,39,0,5701.6574481228445,3541.8596449542624,2159.797803168578,1.6700000000000004,0.31367771202856737,5.133333333333334,0.5666666666666667,34
SpreadFit,7,medium,linear,ashrae,37,0,4665.93904636507,2718.0159419401343,1947.9231044249361,1.7566666666666666,0.23889184110002498,3.966666666666667,0.25,15
SpreadFit,8,medium,linear,ashrae,28,0,4152.58073477659,2355.796845593867,1796.7838891827237,1.79,0.19959200844330868,3.55,0.0,0
SpreadFit,9,medium,linear,ashrae,34,0,3959.517532224871,2259.998757909133,1699.51877431574,1.8033333333333332,0.195184955168358,3.35,0.016666666666666666,1
Random,0,medium,linear,ashrae,33,0,4145.536340283599,2413.003817048164,1732.5325232354373,1.7833333333333337,0.21574144760151184,3.466666666666667,0.11666666666666667,7
Random,1,medium,linear,ashrae,42,0,5586.876420696413,3428.62001379493,2158.256406901486,1.6900000000000002,0.3071518544064684,4.916666666666667,0.16666666666666666,10
Random,2,medium,linear,ashrae,43,0,3338.141748368743,1900.2185442168186,1437.9232041519226,1.8066666666666669,0.17300343411422586,2.683333333333333,0.2,12
Random,3,medium,linear,ashrae,38,0,4578.5277425828945,2710.6119969402716,1867.9157456426235,1.7500000000000002,0.24418740684079107,3.8666666666666667,0.05,3
Random,4,medium,linear,ashrae,30,0,3671.6194761171414,2060.407947612786,1611.2115285043565,1.8200000000000003,0.17822369400236768,3.05,0.05,3
Random,5,medium,linear,ashrae,45,1,6059.3413311819995,3805.5325608648154,2253.8087703171855,1.6525000000000003,0.3591726964564473,5.183333333333334,0.65,39
Random,6,medium,linear,ashrae,39,0,5483.857448122844,3403.859644954263,2079.997803168578,1.6700000000000004,0.31367771202856737,4.75,0.5666666666666667,34
Random,7,medium,linear,ashrae,37,0,4583.139046365071,2670.0159419401343,1913.1231044249362,1.7566666666666666,0.23889184110002498,3.8333333333333335,0.25,15
Random,8,medium,linear,ashrae,28,0,4120.78073477659,2337.796845593867,1782.9838891827235,1.79,0.19959200844330868,3.5,0.0,0
Random,9,medium,linear,ashrae,34,0,3868.317532224872,2211.998757909133,1656.3187743157403,1.8033333333333332,0.195184955168358,3.216666666666667,0.06666666666666667,4
PABFD,0,high,linear,ashrae,33,0,3298.835425615832,1862.27638196109,1436.5590436547418,1.8233333333333337,0.17486599665946115,2.55,0.26666666666666666,16
PABFD,1,high,linear,ashrae,42,0,4411.048248349444,2620.695918052764,1790.3523302966812,1.75,0.2508696144542153,3.5166666666666666,0.45,27
PABFD,2,high,linear,ashrae,43,0,2731.4992969597506,1526.4850122909338,1205.0142846688163,1.8333333333333333,0.14379352079461755,2.0833333333333335,0.26666666666666666,16
PABFD,3,high,linear,ashrae,38,0,3583.5258365071713,2070.0276578822027,1513.4981786249677,1.7933333333333337,0.19444956627448204,2.8333333333333335,0.1,6
PABFD,4,high,linear,ashrae,30,0,2731.4359504249246,1502.8029295682916,1228.6330208566326,1.8533333333333337,0.13940794992005406,2.0833333333333335,0.03333333333333333,2
PABFD,5,high,linear,ashrae,45,0,4856.092761694874,2954.489741118794,1901.6030205760799,1.7166666666666672,0.2860166187257025,3.9166666666666665,0.5,30
PABFD,6,high,linear,ashrae,39,0,4268.286689831883,2555.59175578643,1712.6949340454503,1.7400000000000004,0.24770217699748726,3.3833333333333333,0.48333333333333334,29
PABFD,7,high,linear,ashrae,37,0,3516.4114250620178,1982.2994714645217,1534.1119535974954,1.8166666666666669,0.1915369391600967,2.6333333333333333,0.45,27
PABFD,8,high,linear,ashrae,28,0,3213.967646468145,1764.2673483194537,1449.7002981486903,1.846666666666667,0.16116062005915802,2.4833333333333334,0.08333333333333333,5
PABFD,9,high,linear,ashrae,34,0,3042.600867781885,1695.639366032563,1346.961501749323,1.8433333333333335,0.15956284556158556,2.316666666666667,0.13333333333333333,8
D_PABFD_NL,0,high,linear,ashrae,33,0,3298.835425615832,1862.27638196109,1436.5590436547418,1.8233333333333337,0.17486599665946115,2.55,0.26666666666666666,16
D_PABFD_NL,1,high,linear,ashrae,42,0,4411.048248349444,2620.695918052764,1790.3523302966812,1.75,0.2508696144542153,3.5166666666666666,0.45,27
D_PABFD_NL,2,high,linear,ashrae,43,0,2731.4992969597506,1526.4850122909338,1205.0142846688163,1.8333333333333333,0.14379352079461755,2.0833333333333335,0.26666666666666666,16
D_PABFD_NL,3,high,linear,ashrae,38,0,3603.9258365071714,2082.0276578822027,1521.8981786249678,1.7933333333333337,0.19444956627448204,2.8666666666666667,0.1,6
D_PABFD_NL,4,high,linear,ashrae,30,0,2754.2359504249243,1514.8029295682916,1239.4330208566325,1.8533333333333337,0.13940794992005406,2.1166666666666667,0.03333333333333333,2
D_PABFD_NL,5,high,linear,ashrae,45,0,4910.692761694873,2984.489741118794,1926.2030205760798,1.7166666666666672,0.2860166187257025,4.0,0.5,30
